Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt_to_Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code
10000.0,2016-04-02,debt_consolidation,,21%,956xx,CA,< 1 year,0.0
6000.0,2016-04-02,other,,27.76%,028xx,RI,< 1 year,0.0
4000.0,2016-04-02,debt_consolidation,,60.88%,810xx,CO,5 years,0.0
5000.0,2016-04-02,credit_card,,62.28%,452xx,OH,,0.0
5000.0,2016-04-02,credit_card,,12%,606xx,IL,< 1 year,0.0
10000.0,2016-04-02,other,,72.43%,278xx,NC,5 years,0.0
1000.0,2016-04-02,small_business,,0.83%,950xx,CA,,0.0
15000.0,2016-04-02,credit_card,,17.75%,189xx,PA,5 years,0.0
25000.0,2016-04-02,credit_card,,10.51%,117xx,NY,5 years,0.0
15000.0,2016-04-02,major_purchase,,0.4%,379xx,TN,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,11.69%,920xx,CA,5 years,0.0
10000.0,2016-04-02,debt_consolidation,569.0,4.66%,179xx,PA,< 1 year,0.0
35000.0,2016-04-02,house,,17.65%,331xx,FL,< 1 year,0.0
1500.0,2016-04-02,small_business,,-1%,800xx,CO,5 years,0.0
20000.0,2016-04-02,small_business,677.0,2.15%,891xx,NV,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,33.41%,757xx,TX,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,14.14%,950xx,CA,,0.0
3500.0,2016-04-02,debt_consolidation,,23.48%,377xx,TN,,0.0
24000.0,2016-04-02,credit_card,,39.19%,922xx,CA,5 years,0.0
30000.0,2016-04-02,Business Loan,,-1%,752xx,TX,< 1 year,0.0
11000.0,2016-04-02,debt_consolidation,,55.8%,557xx,MN,< 1 year,0.0
10000.0,2016-04-02,house,,32.87%,628xx,IL,,0.0
20000.0,2016-04-02,other,,2.06%,071xx,NJ,10+ years,0.0
12000.0,2016-04-02,debt_consolidation,,20.28%,028xx,RI,< 1 year,0.0
20000.0,2016-04-02,home_improvement,,32.63%,032xx,NH,5 years,0.0
3500.0,2016-04-02,other,,8.71%,331xx,FL,5 years,0.0
35000.0,2016-04-02,credit_card,,-1%,606xx,IL,< 1 year,0.0
2000.0,2016-04-02,small_business,,17.49%,283xx,NC,5 years,0.0
5000.0,2016-04-02,car,,1.2%,549xx,WI,5 years,0.0
18000.0,2016-04-02,car,,705.86%,156xx,PA,3 years,0.0
1000.0,2016-04-02,home_improvement,,1.68%,322xx,FL,< 1 year,0.0
30000.0,2016-04-02,credit_card,,30.94%,705xx,LA,5 years,0.0
40000.0,2016-04-02,debt_consolidation,,38.18%,105xx,NY,< 1 year,0.0
1000.0,2016-04-02,moving,,46.84%,196xx,PA,< 1 year,0.0
25000.0,2016-04-02,house,,-1%,383xx,TN,5 years,0.0
5500.0,2016-04-02,debt_consolidation,,32.69%,925xx,CA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,36.96%,313xx,GA,< 1 year,0.0
3000.0,2016-04-02,debt_consolidation,630.0,6.66%,933xx,CA,< 1 year,0.0
40000.0,2016-04-02,house,,4.67%,331xx,FL,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,5.4%,104xx,NY,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,403.2%,114xx,NY,,0.0
35000.0,2016-04-02,house,,0%,283xx,NC,5 years,0.0
15000.0,2016-04-02,major_purchase,,4.91%,581xx,ND,< 1 year,0.0
6500.0,2016-04-02,car,,39.81%,371xx,TN,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,24.66%,200xx,DC,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,18.29%,328xx,FL,< 1 year,0.0
2500.0,2016-04-02,other,,0.72%,187xx,PA,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,,1.2%,113xx,NY,< 1 year,0.0
30000.0,2016-04-02,credit_card,620.0,77.59%,785xx,TX,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,79.46%,935xx,CA,< 1 year,0.0
3000.0,2016-04-02,home_improvement,,29.55%,320xx,FL,< 1 year,0.0
4000.0,2016-04-02,other,,29.78%,327xx,FL,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,27.64%,207xx,MD,< 1 year,0.0
5000.0,2016-04-02,home_improvement,,463.82%,367xx,AL,,0.0
15000.0,2016-04-02,medical,,0.56%,088xx,NJ,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,0.91%,557xx,MN,< 1 year,0.0
35000.0,2016-04-02,small_business,,-1%,761xx,TX,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,0.34%,850xx,AZ,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,23.45%,231xx,VA,< 1 year,0.0
2000.0,2016-04-02,Other,,9.22%,082xx,NJ,,0.0
3500.0,2016-04-02,debt_consolidation,,25.98%,309xx,GA,< 1 year,0.0
1500.0,2016-04-02,home_improvement,,15.43%,257xx,WV,5 years,0.0
20000.0,2016-04-02,house,,15.97%,334xx,FL,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,38.18%,105xx,NY,< 1 year,0.0
6000.0,2016-04-02,other,,0%,993xx,WA,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,26.03%,770xx,TX,< 1 year,0.0
2000.0,2016-04-02,credit_card,,17.1%,112xx,NY,5 years,0.0
10000.0,2016-04-02,debt_consolidation,,0%,100xx,NY,5 years,0.0
8000.0,2016-04-02,major_purchase,,22.8%,920xx,CA,< 1 year,0.0
4000.0,2016-04-02,debt_consolidation,533.0,1.16%,403xx,KY,< 1 year,0.0
10000.0,2016-04-02,other,,16.72%,131xx,NY,< 1 year,0.0
5000.0,2016-04-02,credit_card,647.0,23.11%,841xx,UT,< 1 year,0.0
25000.0,2016-04-02,small_business,,28.11%,271xx,NC,< 1 year,0.0
3700.0,2016-04-02,debt_consolidation,,29.12%,212xx,MD,5 years,0.0
25000.0,2016-04-02,debt_consolidation,741.0,60.2%,010xx,MA,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,51.59%,591xx,MT,< 1 year,0.0
5000.0,2016-04-02,other,,42.26%,043xx,ME,< 1 year,0.0
20000.0,2016-04-02,car,,76.42%,956xx,CA,,0.0
8000.0,2016-04-02,debt_consolidation,,7.27%,916xx,CA,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,652.0,4.88%,972xx,OR,< 1 year,0.0
2500.0,2016-04-02,moving,,19.02%,532xx,WI,< 1 year,0.0
25000.0,2016-04-02,car,,8.84%,553xx,MN,< 1 year,0.0
35000.0,2016-04-02,credit_card,,51.49%,125xx,NY,< 1 year,0.0
15000.0,2016-04-02,home_improvement,,15.57%,452xx,OH,< 1 year,0.0
4000.0,2016-04-02,debt_consolidation,,16.67%,216xx,MD,5 years,0.0
3000.0,2016-04-02,other,,28.84%,903xx,CA,5 years,0.0
1250.0,2016-04-02,car,,7.73%,440xx,OH,,0.0
1000.0,2016-04-02,other,574.0,9.2%,469xx,IN,< 1 year,0.0
3000.0,2016-04-02,other,,13.47%,945xx,CA,< 1 year,0.0
20000.0,2016-04-02,Debt consolidation,,48.07%,489xx,MI,,0.0
5000.0,2016-04-02,other,,4.47%,129xx,NY,< 1 year,0.0
8500.0,2016-04-02,home_improvement,,0.6%,329xx,FL,5 years,0.0
1000.0,2016-04-02,debt_consolidation,,5.1%,086xx,NJ,5 years,0.0
23000.0,2016-04-02,car,,7.53%,130xx,NY,5 years,0.0
10000.0,2016-04-02,major_purchase,,18.98%,706xx,LA,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,33.13%,751xx,TX,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,631.0,423%,752xx,TX,< 1 year,0.0
7000.0,2016-04-02,debt_consolidation,,18.43%,769xx,TX,< 1 year,0.0
10000.0,2016-04-02,car,760.0,5.56%,814xx,CO,< 1 year,0.0
50000.0,2016-04-02,Business Loan,,-1%,995xx,AK,< 1 year,0.0
5000.0,2016-04-02,other,,17.89%,072xx,NJ,5 years,0.0
40000.0,2016-04-02,debt_consolidation,,51.13%,327xx,FL,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,27.2%,809xx,CO,< 1 year,0.0
10000.0,2016-04-02,car,,11.76%,546xx,WI,< 1 year,0.0
10000.0,2016-04-02,small_business,,2.53%,199xx,DE,< 1 year,0.0
5500.0,2016-04-02,credit_card,,16.82%,760xx,TX,< 1 year,0.0
18000.0,2016-04-02,credit_card,,7.6%,190xx,PA,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,6.86%,300xx,GA,< 1 year,0.0
2500.0,2016-04-02,car,,1.2%,922xx,CA,5 years,0.0
3000.0,2016-04-02,credit_card,,24.07%,917xx,CA,< 1 year,0.0
16000.0,2016-04-02,other,,35.97%,441xx,OH,< 1 year,0.0
19000.0,2016-04-02,other,,8.99%,917xx,CA,< 1 year,0.0
25000.0,2016-04-02,medical,,19.74%,913xx,CA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,33.94%,615xx,IL,< 1 year,0.0
7000.0,2016-04-02,debt_consolidation,,53.18%,070xx,NJ,,0.0
15000.0,2016-04-02,debt_consolidation,,36%,864xx,AZ,< 1 year,0.0
10000.0,2016-04-02,small_business,,-1%,330xx,FL,5 years,0.0
4500.0,2016-04-02,car,,14.58%,165xx,PA,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,22.33%,801xx,CO,< 1 year,0.0
5000.0,2016-04-02,major_purchase,,7.13%,238xx,VA,< 1 year,0.0
12000.0,2016-04-02,other,,57.24%,921xx,CA,5 years,0.0
35000.0,2016-04-02,debt_consolidation,,59.7%,115xx,NY,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,9.86%,325xx,FL,< 1 year,0.0
20000.0,2016-04-02,credit_card,,12.46%,770xx,TX,5 years,0.0
3000.0,2016-04-02,vacation,,102.44%,930xx,CA,< 1 year,0.0
8500.0,2016-04-02,major_purchase,,273.78%,291xx,SC,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,36.5%,083xx,NJ,< 1 year,0.0
15000.0,2016-04-02,other,,9.14%,048xx,ME,,0.0
3000.0,2016-04-02,other,,8.32%,934xx,CA,5 years,0.0
1000.0,2016-04-02,moving,632.0,1.12%,935xx,CA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,47.06%,440xx,OH,,0.0
5000.0,2016-04-02,other,,22.11%,802xx,CO,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,1%,846xx,UT,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,2.81%,566xx,MN,< 1 year,0.0
35000.0,2016-04-02,credit_card,,218.07%,331xx,FL,5 years,0.0
5000.0,2016-04-02,other,,38.59%,410xx,KY,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,171.48%,360xx,AL,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,19.59%,983xx,WA,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,51.93%,244xx,VA,< 1 year,0.0
5000.0,2016-04-02,other,,11.97%,212xx,MD,5 years,0.0
10000.0,2016-04-02,credit_card,,33.16%,310xx,GA,5 years,0.0
30000.0,2016-04-02,home_improvement,,46.21%,763xx,TX,< 1 year,0.0
20000.0,2016-04-02,car,,0%,775xx,TX,< 1 year,0.0
26500.0,2016-04-02,Home improvement,627.0,73.79%,760xx,TX,10+ years,0.0
10000.0,2016-04-02,debt_consolidation,,30.99%,322xx,FL,5 years,0.0
25000.0,2016-04-02,small_business,,41.57%,360xx,AL,< 1 year,0.0
13000.0,2016-04-02,debt_consolidation,,5.98%,606xx,IL,< 1 year,0.0
40000.0,2016-04-02,house,,7.79%,020xx,MA,< 1 year,0.0
8675.0,2016-04-02,debt_consolidation,,14.78%,601xx,IL,5 years,0.0
5000.0,2016-04-02,car,,0%,146xx,NY,5 years,0.0
12000.0,2016-04-02,major_purchase,,46.49%,925xx,CA,< 1 year,0.0
1500.0,2016-04-02,major_purchase,,13.9%,201xx,VA,5 years,0.0
30000.0,2016-04-02,major_purchase,,44.55%,907xx,CA,5 years,0.0
1000.0,2016-04-02,credit_card,,0.93%,913xx,CA,5 years,0.0
19000.0,2016-04-02,debt_consolidation,,38.15%,900xx,CA,< 1 year,0.0
2500.0,2016-04-02,other,,16.68%,115xx,NY,5 years,0.0
1000.0,2016-04-02,vacation,,3.96%,212xx,MD,< 1 year,0.0
11000.0,2016-04-02,major_purchase,,0%,633xx,MO,< 1 year,0.0
5000.0,2016-04-02,other,,5.35%,327xx,FL,5 years,0.0
2500.0,2016-04-02,Debt consolidation,,19.68%,921xx,CA,5 years,0.0
15000.0,2016-04-02,debt_consolidation,501.0,3.81%,081xx,NJ,< 1 year,0.0
15000.0,2016-04-02,car,,25.3%,797xx,TX,5 years,0.0
5000.0,2016-04-02,house,,278.29%,770xx,TX,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,0%,146xx,NY,,0.0
1000.0,2016-04-02,other,,124.46%,154xx,PA,< 1 year,0.0
5000.0,2016-04-02,other,,5.2%,606xx,IL,< 1 year,0.0
6000.0,2016-04-02,debt_consolidation,,26.31%,541xx,WI,< 1 year,0.0
6000.0,2016-04-02,debt_consolidation,,25.38%,383xx,TN,< 1 year,0.0
5000.0,2016-04-02,other,,17.05%,624xx,IL,5 years,0.0
35000.0,2016-04-02,home_improvement,,34.72%,207xx,MD,5 years,0.0
7500.0,2016-04-02,major_purchase,,0%,410xx,KY,5 years,0.0
15000.0,2016-04-02,car,,15.58%,802xx,CO,< 1 year,0.0
15000.0,2016-04-02,major_purchase,,1.52%,989xx,WA,,0.0
15000.0,2016-04-02,debt_consolidation,,24.75%,906xx,CA,,0.0
25000.0,2016-04-02,debt_consolidation,,18.51%,631xx,MO,< 1 year,0.0
30000.0,2016-04-02,house,,11.75%,974xx,OR,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,24.79%,431xx,OH,< 1 year,0.0
15000.0,2016-04-02,credit_card,726.0,44.14%,900xx,CA,< 1 year,0.0
1500.0,2016-04-02,other,,1.25%,748xx,OK,< 1 year,0.0
8000.0,2016-04-02,credit_card,,4.15%,750xx,TX,< 1 year,0.0
25000.0,2016-04-02,home_improvement,,30.62%,339xx,FL,< 1 year,0.0
4000.0,2016-04-02,debt_consolidation,,2.63%,941xx,CA,< 1 year,0.0
20000.0,2016-04-02,small_business,,17.6%,071xx,NJ,5 years,0.0
15000.0,2016-04-02,Credit card refinancing,,6.63%,071xx,NJ,5 years,0.0
2500.0,2016-04-02,debt_consolidation,,9.27%,142xx,NY,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,18.94%,122xx,NY,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,19.57%,749xx,OK,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,33%,324xx,FL,5 years,0.0
20000.0,2016-04-02,credit_card,,18.83%,946xx,CA,5 years,0.0
12000.0,2016-04-02,Credit card refinancing,663.0,19.39%,832xx,ID,10+ years,0.0
25000.0,2016-04-02,Debt consolidation,,9.38%,075xx,NJ,4 years,0.0
5000.0,2016-04-02,other,654.0,1.86%,492xx,MI,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,12.08%,747xx,OK,5 years,0.0
7000.0,2016-04-02,other,,22.94%,346xx,FL,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,24.05%,030xx,NH,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,2.8%,495xx,MI,< 1 year,0.0
1500.0,2016-04-02,credit_card,,2.62%,531xx,WI,< 1 year,0.0
3000.0,2016-04-02,credit_card,,16.35%,044xx,ME,< 1 year,0.0
20000.0,2016-04-02,home_improvement,,5.83%,306xx,GA,5 years,0.0
12000.0,2016-04-02,Debt consolidation,,16.27%,370xx,TN,8 years,0.0
35000.0,2016-04-02,debt_consolidation,584.0,510.84%,871xx,NM,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,11.4%,220xx,VA,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,,15.25%,785xx,TX,< 1 year,0.0
1000.0,2016-04-02,vacation,,14.8%,186xx,PA,5 years,0.0
40000.0,2016-04-02,credit_card,687.0,18.93%,540xx,WI,< 1 year,0.0
3500.0,2016-04-02,vacation,,5.15%,900xx,CA,< 1 year,0.0
3000.0,2016-04-02,other,,2.89%,115xx,NY,< 1 year,0.0
1000.0,2016-04-02,other,,0.05%,164xx,PA,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,,0.05%,752xx,TX,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,7.95%,945xx,CA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,1.83%,234xx,VA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,14.77%,922xx,CA,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,26.4%,809xx,CO,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,95.89%,381xx,TN,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,14.3%,908xx,CA,< 1 year,0.0
18000.0,2016-04-02,debt_consolidation,,30.49%,750xx,TX,< 1 year,0.0
5000.0,2016-04-02,credit_card,,8.06%,815xx,CO,< 1 year,0.0
4000.0,2016-04-02,car,584.0,185.19%,985xx,WA,< 1 year,0.0
10000.0,2016-04-02,other,,46.27%,335xx,FL,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,37.27%,411xx,KY,< 1 year,0.0
5000.0,2016-04-02,Debt consolidation,,6.04%,216xx,MD,10+ years,0.0
4000.0,2016-04-02,car,,22.42%,283xx,NC,< 1 year,0.0
4000.0,2016-04-02,debt_consolidation,,16.33%,974xx,OR,,0.0
5000.0,2016-04-02,small_business,,14.86%,436xx,OH,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,11.35%,221xx,VA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,17.67%,109xx,NY,< 1 year,0.0
2000.0,2016-04-02,home_improvement,,29.56%,706xx,LA,< 1 year,0.0
20000.0,2016-04-02,small_business,,1.2%,337xx,FL,5 years,0.0
17000.0,2016-04-02,major_purchase,,-1%,255xx,WV,< 1 year,0.0
15000.0,2016-04-02,credit_card,,41.95%,550xx,MN,< 1 year,0.0
20000.0,2016-04-02,credit_card,,7%,114xx,NY,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,21.52%,356xx,AL,< 1 year,0.0
35000.0,2016-04-02,other,,17.83%,805xx,CO,< 1 year,0.0
1000.0,2016-04-02,other,678.0,9.84%,450xx,OH,< 1 year,0.0
8500.0,2016-04-02,other,,10.75%,104xx,NY,< 1 year,0.0
10000.0,2016-04-02,debt_consolidation,,2.65%,112xx,NY,< 1 year,0.0
2500.0,2016-04-02,small_business,,55.69%,750xx,TX,< 1 year,0.0
4000.0,2016-04-02,Debt consolidation,,38.11%,757xx,TX,,0.0
10000.0,2016-04-02,debt_consolidation,,32.47%,730xx,OK,5 years,0.0
2000.0,2016-04-02,car,,0%,490xx,MI,< 1 year,0.0
10000.0,2016-04-02,major_purchase,,-1%,074xx,NJ,< 1 year,0.0
7500.0,2016-04-02,debt_consolidation,,25.59%,708xx,LA,< 1 year,0.0
40000.0,2016-04-02,home_improvement,,4.78%,328xx,FL,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,1.84%,194xx,PA,5 years,0.0
2000.0,2016-04-02,small_business,643.0,23.79%,921xx,CA,< 1 year,0.0
10000.0,2016-04-02,credit_card,,13.95%,432xx,OH,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,9.6%,760xx,TX,< 1 year,0.0
5000.0,2016-04-02,car,,0%,940xx,CA,< 1 year,0.0
8000.0,2016-04-02,debt_consolidation,,32.55%,483xx,MI,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,204.97%,068xx,CT,< 1 year,0.0
1000.0,2016-04-02,major_purchase,,0%,721xx,AR,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,57.58%,750xx,TX,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,11.76%,324xx,FL,< 1 year,0.0
7500.0,2016-04-02,home_improvement,,14.79%,087xx,NJ,5 years,0.0
2500.0,2016-04-02,debt_consolidation,651.0,0%,296xx,SC,< 1 year,0.0
1000.0,2016-04-02,debt_consolidation,,47.6%,950xx,CA,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,25.47%,125xx,NY,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,4.86%,920xx,CA,5 years,0.0
5000.0,2016-04-02,home_improvement,597.0,17.84%,492xx,MI,< 1 year,0.0
25000.0,2016-04-02,medical,,17.26%,220xx,VA,,0.0
3000.0,2016-04-02,other,,1.2%,328xx,FL,< 1 year,0.0
25000.0,2016-04-02,small_business,,16.13%,645xx,MO,5 years,0.0
10000.0,2016-04-02,major_purchase,,15.3%,294xx,SC,5 years,0.0
15000.0,2016-04-02,debt_consolidation,,19.89%,622xx,IL,< 1 year,0.0
7500.0,2016-04-02,debt_consolidation,,4.46%,211xx,MD,5 years,0.0
10000.0,2016-04-02,debt_consolidation,,15.45%,648xx,MO,< 1 year,0.0
16500.0,2016-04-02,debt_consolidation,,12.3%,657xx,MO,5 years,0.0
2500.0,2016-04-02,car,,12.79%,751xx,TX,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,12.45%,957xx,CA,5 years,0.0
35000.0,2016-04-02,debt_consolidation,,-1%,953xx,CA,< 1 year,0.0
35000.0,2016-04-02,debt_consolidation,,50.87%,068xx,CT,< 1 year,0.0
2000.0,2016-04-02,Debt consolidation,,20.98%,850xx,AZ,4 years,0.0
1000.0,2016-04-02,other,,0%,532xx,WI,,0.0
15000.0,2016-04-02,debt_consolidation,,0%,930xx,CA,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,35.48%,085xx,NJ,< 1 year,0.0
3000.0,2016-04-02,home_improvement,,0%,300xx,GA,< 1 year,0.0
2500.0,2016-04-02,other,,33.29%,271xx,NC,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,667.0,51.58%,769xx,TX,< 1 year,0.0
8000.0,2016-04-02,medical,,7.9%,894xx,NV,< 1 year,0.0
15500.0,2016-04-02,car,,8.36%,233xx,VA,5 years,0.0
35000.0,2016-04-02,debt_consolidation,,-1%,241xx,VA,,0.0
4000.0,2016-04-02,debt_consolidation,,0%,990xx,WA,< 1 year,0.0
10000.0,2016-04-02,home_improvement,,7.47%,104xx,NY,< 1 year,0.0
3000.0,2016-04-02,other,,-1%,026xx,MA,< 1 year,0.0
25000.0,2016-04-02,car,,0%,363xx,AL,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,18.09%,749xx,OK,,0.0
5000.0,2016-04-02,other,,0.64%,802xx,CO,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,20.84%,809xx,CO,< 1 year,0.0
10000.0,2016-04-02,home_improvement,,2.03%,779xx,TX,5 years,0.0
15000.0,2016-04-02,credit_card,706.0,198.8%,800xx,CO,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,45.63%,327xx,FL,5 years,0.0
8000.0,2016-04-02,other,,13.94%,330xx,FL,< 1 year,0.0
3500.0,2016-04-02,debt_consolidation,,26.41%,061xx,CT,< 1 year,0.0
24000.0,2016-04-02,credit_card,,21.13%,751xx,TX,5 years,0.0
3000.0,2016-04-02,debt_consolidation,,21.5%,105xx,NY,< 1 year,0.0
30000.0,2016-04-02,debt_consolidation,,15.37%,074xx,NJ,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,42.5%,441xx,OH,< 1 year,0.0
2000.0,2016-04-02,debt_consolidation,,20%,905xx,CA,< 1 year,0.0
5000.0,2016-04-02,moving,,0%,235xx,VA,< 1 year,0.0
23800.0,2016-04-02,debt_consolidation,,11.63%,060xx,CT,< 1 year,0.0
5000.0,2016-04-02,other,,0%,652xx,MO,< 1 year,0.0
5500.0,2016-04-02,credit_card,,15.17%,207xx,MD,5 years,0.0
3500.0,2016-04-02,Credit card refinancing,,17.59%,853xx,AZ,1 year,0.0
35000.0,2016-04-02,debt_consolidation,,43.15%,274xx,NC,5 years,0.0
20000.0,2016-04-02,debt_consolidation,,17.74%,104xx,NY,5 years,0.0
12000.0,2016-04-02,debt_consolidation,,31.12%,070xx,NJ,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,-1%,197xx,DE,< 1 year,0.0
12000.0,2016-04-02,house,,23.33%,208xx,MD,< 1 year,0.0
3500.0,2016-04-02,debt_consolidation,,24%,061xx,CT,< 1 year,0.0
10000.0,2016-04-02,credit_card,,3.6%,980xx,WA,5 years,0.0
16000.0,2016-04-02,other,,20.16%,951xx,CA,< 1 year,0.0
10000.0,2016-04-02,Debt consolidation,,25.82%,110xx,NY,3 years,0.0
1500.0,2016-04-02,home_improvement,,12.62%,236xx,VA,< 1 year,0.0
18000.0,2016-04-02,other,,32.67%,142xx,NY,< 1 year,0.0
15000.0,2016-04-02,moving,,1.09%,958xx,CA,5 years,0.0
5000.0,2016-04-02,debt_consolidation,,-1%,723xx,AR,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,24.32%,902xx,CA,< 1 year,0.0
10000.0,2016-04-02,small_business,,8.03%,190xx,PA,< 1 year,0.0
35000.0,2016-04-02,major_purchase,,11.78%,395xx,MS,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,,0.48%,190xx,PA,< 1 year,0.0
10000.0,2016-04-02,other,,6.52%,103xx,NY,< 1 year,0.0
20000.0,2016-04-02,debt_consolidation,,30.32%,958xx,CA,< 1 year,0.0
2500.0,2016-04-02,home_improvement,,44.74%,950xx,CA,< 1 year,0.0
40000.0,2016-04-02,debt_consolidation,,-1%,483xx,MI,< 1 year,0.0
8000.0,2016-04-02,medical,,27.11%,373xx,TN,< 1 year,0.0
3000.0,2016-04-02,debt_consolidation,,0.75%,334xx,FL,< 1 year,0.0
15000.0,2016-04-02,debt_consolidation,603.0,32.52%,900xx,CA,< 1 year,0.0
2500.0,2016-04-02,credit_card,,-1%,745xx,OK,5 years,0.0
1500.0,2016-04-02,other,,3.74%,136xx,NY,< 1 year,0.0
10000.0,2016-04-02,major_purchase,,2.4%,040xx,ME,< 1 year,0.0
15000.0,2016-04-02,Debt consolidation,743.0,13.13%,970xx,OR,6 years,0.0
6000.0,2016-04-02,other,,12.02%,323xx,FL,< 1 year,0.0
5000.0,2016-04-02,credit_card,,22.8%,196xx,PA,< 1 year,0.0
5000.0,2016-04-02,debt_consolidation,,36.05%,551xx,MN,< 1 year,0.0
6000.0,2016-04-02,debt_consolidation,,6.23%,920xx,CA,< 1 year,0.0
25000.0,2016-04-02,debt_consolidation,,33.92%,913xx,CA,5 years,0.0
5000.0,2016-04-02,other,,2.22%,021xx,MA,< 1 year,0.0
13000.0,2016-04-02,debt_consolidation,,8.76%,010xx,MA,5 years,0.0
11000.0,2016-04-02,debt_consolidation,,3.86%,322xx,FL,< 1 year,0.0
30000.0,2016-04-02,credit_card,627.0,17.8%,495xx,MI,< 1 year,0.0
1000.0,2016-04-02,other,,16.2%,461xx,IN,< 1 year,0.0
18000.0,2016-04-02,credit_card,,16.18%,112xx,NY,5 years,0.0
8200.0,2016-04-02,car,,19.64%,490xx,MI,5 years,0.0
1275.0,2016-04-02,other,,17.59%,381xx,TN,< 1 year,0.0
30000.0,2016-04-02,home_improvement,,9.67%,541xx,WI,< 1 year,0.0
5000.0,2016-04-02,other,,0.04%,933xx,CA,< 1 year,0.0
5000.0,2016-04-02,other,,5.47%,337xx,FL,< 1 year,0.0
20000.0,2016-04-02,home_improvement,,26.33%,339xx,FL,,0.0
10000.0,2016-04-02,debt_consolidation,,66.3%,585xx,ND,< 1 year,0.0
5000.0,2016-04-02,car,,24.91%,446xx,OH,5 years,0.0
